           2  -1.12640131      0.176443011      0.209999993    
           4 -0.789366186      0.333515257      0.259999990    
           6 -0.980473816      0.472149551      0.270000011    
           8  -1.15876687      0.343675077      0.289999992    
          10  -1.04903269      0.545810640      0.270000011    
          12  -1.12943542      0.249372527      0.280000001    
          14  -1.09325492      0.430439323      0.259999990    
          16  -1.01529205      0.323560387      0.259999990    
          18 -0.924530804      0.605401993      0.270000011    
          20 -0.976875901      0.615570307      0.310000002    
          22  -1.18464422      0.705806494      0.319999993    
          24  -1.06637836       1.43929410      0.370000005    
          26  -1.41501307      0.835887730      0.379999995    
          28  -1.25564253      0.398905963      0.360000014    
          30  -1.37369275      0.790415227      0.340000004    
          32  -1.06535566       1.08589125      0.319999993    
          34  -1.03611279      0.741145730      0.319999993    
          36  -1.18798697      0.571508586      0.289999992    
          38 -0.792844296      0.578290462      0.259999990    
          40  -1.17499363      0.482339621      0.310000002    
          42 -0.830593288      0.939876676      0.289999992    
          44 -0.897823632      0.915687025      0.270000011    
          46 -0.896391928      0.607980609      0.270000011    
          48  -1.33054757      0.438551933      0.270000011    
          50  -1.14389098      0.290634006      0.259999990    
          52  -1.06030035      0.631051660      0.289999992    
          54  -1.10705447      0.348835498      0.300000012    
          56  -1.13166022      0.439907551      0.280000001    
          58 -0.889385223      0.285552949      0.250000000    
          60 -0.626596510      0.356505752      0.239999995    
          62  -1.00486064      0.337595820      0.270000011    
          64 -0.727142751      0.723269045      0.280000001    
          66 -0.844997525      0.352894336      0.250000000    
          68 -0.784229815      0.663842916      0.259999990    
          70 -0.863482773      0.442044288      0.270000011    
          72 -0.672123492      0.386260420      0.209999993    
          74 -0.975374222      0.383399338      0.219999999    
          76 -0.782485187      0.266838819      0.209999993    
          78 -0.774039447      0.238659889      0.200000003    
          80  -1.03101015      0.305085480      0.270000011    
          82 -0.762960434      0.657874465      0.280000001    
          84  -1.01486838      0.581555724      0.280000001    
          86 -0.755405545      0.555155635      0.280000001    
          88  -1.02781379      0.687728643      0.289999992    
          90 -0.641008258      0.765369415      0.250000000    
          92 -0.838142335      0.495763153      0.239999995    
          94 -0.925453603      0.439718544      0.259999990    
          96 -0.754567564      0.510569036      0.259999990    
          98  -1.06389964      0.417348444      0.280000001    
         100 -0.891398609      0.643189013      0.250000000    
         102  -1.07890499      0.360331148      0.250000000    
         104 -0.666297734      0.730011761      0.219999999    
         106 -0.530289173      0.468346864      0.200000003    
         108 -0.679484189      0.525856018      0.239999995    
         110 -0.853770494      0.488386959      0.259999990    
         112  -1.09888542      0.396609515      0.300000012    
         114  -1.30696893      0.505449176      0.340000004    
         116  -1.19443810      0.292843878      0.340000004    
         118  -1.09012604      0.495598227      0.310000002    
         120  -1.13286722      0.515773892      0.319999993    
         122  -1.20270216      0.636204600      0.340000004    
         124  -1.37449300      0.521545470      0.330000013    
         126  -1.39841473      0.826548636      0.330000013    
         128  -1.33875859      0.323333681      0.349999994    
         130  -1.30691755      0.715621710      0.330000013    
         132  -1.34722006      0.734699845      0.349999994    
         134  -1.27426803      0.981692612      0.349999994    
         136 -0.932444811      0.638084531      0.310000002    
         138  -1.46172857      0.544133127      0.349999994    
         140  -1.31142640      0.710606694      0.370000005    
         142  -1.56060719      0.822306871      0.400000006    
         144  -1.19840860      0.952753067      0.360000014    
         146  -1.05686641       1.60013175      0.340000004    
