# PID  Density  Dens_err  Energy  En_err  Pressure  Pr_err
0.01  0.0133332  0.00013691  -3.17695  0.0279761  0.0106363  0.000130789
0.02  0.77855  0.000450248  -4.92252  0.00215377  0.239363  0.00554205
0.05  0.864628  0.000298715  -5.27732  0.00164725  0.771209  0.00613273
0.1  0.927319  0.000304439  -5.55038  0.0017837  1.39928  0.00700477
0.2  0.981055  0.000449569  -5.82063  0.00317279  1.89673  0.00749439
0.5  0.9725  0.000267534  -5.72318  0.00145069  2.04108  0.00756488
1.0  1.04268  0.000480344  -6.24096  0.00390021  1.91264  0.00781494
