# PID  Density  Dens_err  Energy  En_err  Pressure  Pr_err
0.01  0.013344  0.0160036  -2.94615  2.75989  0.0113684  0.0217506
0.02  0.753792  0.0288732  -4.83755  0.165112  0.221988  0.429539
0.05  0.830688  0.0224236  -5.12984  0.134769  0.410632  0.550258
0.1  0.8628  0.0131387  -5.26511  0.126576  0.638683  0.628983
0.2  0.850656  0.0269389  -5.22331  0.166389  0.654187  0.547932
0.5  0.862704  0.00417109  -5.21411  0.100171  0.586351  0.501615
1.0  0.875856  0.00889989  -5.25095  0.107482  0.822462  0.528989
